City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,yantzaza,-3.8278,-78.7594,28.01,68,78,1.55,EC,1702505754
288,hermanus,-34.4187,19.2345,16.23,73,100,3.95,ZA,1702505580
289,luancheng,37.8792,114.6517,-2.91,97,100,4.19,CN,1702505755
290,coquimbo,-29.9533,-71.3436,15.85,88,100,3.6,CL,1702505588
291,mansoa,12.0733,-15.3189,24.11,48,58,2.02,GW,1702505756
292,nova vicosa,-17.8919,-39.3719,25.07,74,90,4.21,BR,1702505320
293,mersa matruh,31.3525,27.2453,17.86,67,6,4.7,EG,1702505756
294,zhanaozen,43.3,52.8,-6.59,47,100,9.66,KZ,1702505757
295,markovo,57.3206,107.0881,-35.13,99,59,1.77,RU,1702505757
296,imperatriz,-5.5264,-47.4917,27.99,65,85,1.91,BR,1702505757
297,lompoc,34.6391,-120.4579,23.16,70,0,5.66,US,1702505583
298,plymouth,41.8334,-70.8328,4.93,49,20,3.6,US,1702505539
299,polyarnyy,69.1989,33.4478,-16.49,100,90,4.41,RU,1702505758
300,smithers,54.7804,-127.1743,1.18,86,75,0.0,CA,1702505759
301,zabol,32.25,67.25,3.05,35,100,1.25,AF,1702505759
302,wanning,18.8003,110.3967,24.05,91,49,1.32,CN,1702505759
303,mo i rana,66.3128,14.1428,-20.74,84,0,0.51,NO,1702505760
304,cromwell,41.5951,-72.6454,5.59,43,20,5.14,US,1702505493
305,mandiana,10.6333,-8.6833,23.33,18,0,1.92,GN,1702505760
306,callao,-12.0667,-77.15,22.16,73,40,6.69,PE,1702505761
307,saipan,15.1355,145.701,28.39,83,75,6.69,MP,1702505579
308,newman,37.3138,-121.0208,17.38,54,1,0.89,US,1702505762
309,vadso,70.0744,29.7487,-9.91,79,40,5.66,NO,1702505762
310,amreli,21.6167,71.2333,20.09,42,55,3.23,IN,1702505762
311,notse,6.95,1.1667,25.31,36,24,1.72,TG,1702505763
312,ellensburg,46.9965,-120.5479,5.43,80,100,4.12,US,1702505572
313,taltal,-25.4,-70.4833,18.03,76,50,1.33,CL,1702505764
314,campamento,14.55,-86.65,24.66,72,73,2.2,HN,1702505764
315,puerto armuelles,8.2833,-82.8667,27.87,72,59,0.45,PA,1702505765
316,linkou,45.3,130.2833,-23.93,97,88,0.33,CN,1702505765
317,tual,-5.6667,132.75,28.89,77,100,6.1,ID,1702505766
318,berezovyy,51.6667,135.7,-26.05,69,6,2.8,RU,1702505766
319,xinzhi,36.4989,111.7047,-1.43,92,100,2.32,CN,1702505766
320,porto cristo,39.5395,3.333,15.73,61,100,9.34,ES,1702505767
321,fernie,49.5,-115.0687,6.05,94,75,2.2,CA,1702505767
322,selfoss,63.9331,-20.9971,4.47,97,100,10.45,IS,1702505768
323,balkanabat,39.5108,54.3671,2.74,40,100,2.14,TM,1702505769
324,mokhsogollokh,61.4681,128.9203,-26.93,94,100,3.22,RU,1702505771
325,caucete,-31.6518,-68.2811,33.47,23,0,7.63,AR,1702505771
326,aginskoye,51.1,114.53,-24.13,83,12,4.94,RU,1702505772
327,kalmunai,7.4167,81.8167,24.94,91,96,2.55,LK,1702505772
328,changji,44.0167,87.3167,-17.56,78,0,1.0,CN,1702505773
329,tangalle,6.024,80.7911,24.09,92,100,1.72,LK,1702505774
330,cacequi,-29.8836,-54.825,21.16,92,100,5.07,BR,1702505774
331,nantucket,41.2835,-70.0995,6.08,60,40,4.12,US,1702505775
332,mikumi,-7.4041,36.9831,21.55,96,99,1.58,TZ,1702505775
333,qurayyat,31.3318,37.3428,11.1,87,20,2.06,SA,1702505776
334,wang sai phun,16.3885,100.538,24.34,74,73,2.03,TH,1702505776
335,oltinko'l,40.8011,72.1634,-3.49,42,2,2.82,UZ,1702505776
336,karema,-6.8205,30.4389,22.13,87,100,2.47,TZ,1702505777
337,cooma,-36.2333,149.1333,23.22,53,1,6.7,AU,1702505778
338,miramichi,47.0043,-65.4654,-3.01,52,72,5.3,CA,1702505582
339,malvan,16.0667,73.4667,24.0,52,1,2.91,IN,1702505779
340,papao,-17.75,-149.55,25.82,85,99,8.97,PF,1702505779
341,essaouira,31.5125,-9.77,17.72,77,25,3.09,MA,1702505780
342,yanchep,-31.55,115.6833,19.78,72,0,4.81,AU,1702505583
343,puerto francisco de orellana,-0.4667,-76.9667,27.03,83,40,1.54,EC,1702505781
344,kudahuvadhoo,2.6708,72.8944,27.37,79,81,3.07,MV,1702505781
345,sao raimundo das mangabeiras,-7.0219,-45.4811,30.37,42,50,1.37,BR,1702505782
346,guerrero negro,27.9769,-114.0611,19.43,60,0,4.75,MX,1702505782
347,coahuayana de hidalgo,18.7,-103.6583,30.1,43,100,1.91,MX,1702505783
348,atlantis,-33.5667,18.4834,16.64,76,91,5.19,ZA,1702505784
349,mont-laurier,46.5501,-75.4993,-6.21,76,100,3.98,CA,1702505784
350,nieuw amsterdam,5.8833,-55.0833,28.34,78,40,2.06,SR,1702505785
351,grand falls-windsor,48.9332,-55.6649,0.84,80,96,0.45,CA,1702505786
352,corner brook,48.9667,-57.9484,1.09,97,98,3.0,CA,1702505676
353,corumba,-19.0092,-57.6533,32.84,66,63,0.0,BR,1702505786
354,filadelfia,39.9523,-75.1638,6.76,47,0,3.09,US,1702505597
355,kimberley,-28.7323,24.7623,17.83,29,0,1.03,ZA,1702505787
356,ataq,14.5377,46.8319,16.73,74,10,1.2,YE,1702505788
357,armacao de buzios,-22.7469,-41.8817,25.03,85,2,4.3,BR,1702505788
358,nantong,32.0303,120.8747,12.21,95,100,0.61,CN,1702505753
359,iskateley,67.6803,53.1512,-13.8,95,100,4.43,RU,1702505789
360,borskoye,53.0333,51.7167,-12.77,75,100,6.21,RU,1702505790
361,luganville,-15.5333,167.1667,27.04,65,100,4.42,VU,1702505790
362,selkirk,50.1436,-96.8845,-0.96,81,97,6.26,CA,1702505661
363,okhotsk,59.3833,143.3,-21.84,88,99,11.28,RU,1702505591
364,buurhakaba,2.8026,44.0781,25.12,79,59,3.47,SO,1702505791
365,nizhneudinsk,54.9076,99.0276,-27.37,97,100,0.84,RU,1702505791
366,victoria point,-27.5833,153.3,27.92,65,59,1.79,AU,1702505792
367,nuku'alofa,-21.1333,-175.2,28.19,69,75,4.63,TO,1702505552
368,happy valley-goose bay,53.3168,-60.3315,-8.83,79,75,2.57,CA,1702505792
369,pagar alam,-4.0167,103.2667,20.95,97,100,0.97,ID,1702505793
370,howrah,22.5892,88.3103,17.0,77,4,0.0,IN,1702505793
371,ghat,24.9647,10.1728,17.25,26,33,2.87,LY,1702505793
372,sitka,57.0531,-135.33,3.94,81,100,7.2,US,1702505498
373,tortum,40.2973,41.5477,0.97,93,97,1.5,TR,1702505795
374,surgut,61.25,73.4167,-14.9,77,40,4.02,RU,1702505795
375,labrador city,52.9463,-66.9114,-16.05,78,100,4.12,CA,1702505795
376,anadyr,64.75,177.4833,-21.72,84,22,2.0,RU,1702505796
377,xinxiang,35.3089,113.8672,-0.31,92,100,4.56,CN,1702505796
378,putian,25.4394,119.0103,15.35,89,2,1.41,CN,1702505796
379,faya-largeau,17.9257,19.1043,18.16,32,0,8.18,TD,1702505797
380,eastham,41.8301,-69.9739,5.99,50,0,3.58,US,1702505797
381,mbala,-8.8402,31.3659,16.15,96,54,0.65,ZM,1702505798
382,bokovskaya,49.229,41.8306,-5.08,94,100,5.71,RU,1702505798
383,agat village,13.3886,144.6585,28.52,83,20,6.69,GU,1702505798
384,bowen,-20.0167,148.2333,26.17,79,98,7.95,AU,1702505799
385,odesskoye,54.2111,72.9651,-22.68,83,90,3.84,RU,1702505799
386,kuta,-8.7233,115.1723,25.97,94,75,0.51,ID,1702505800
387,jiazi,22.8779,116.067,19.85,85,100,4.46,CN,1702505800
388,poronaysk,49.2167,143.1167,-15.5,81,100,5.86,RU,1702505800
389,dubbo,-32.25,148.6167,26.07,61,40,5.66,AU,1702505801
390,la tuque,47.4334,-72.7824,-8.86,73,93,1.54,CA,1702505545
391,dazhong,33.1997,120.4578,10.72,98,100,0.63,CN,1702505801
392,twon-brass,4.3151,6.2418,27.63,64,0,3.67,NG,1702505802
393,tongchuanshi,35.0806,109.0897,-1.06,96,100,1.22,CN,1702505802
394,bellary,15.15,76.9333,18.26,85,1,2.65,IN,1702505566
395,kargat,55.1956,80.2811,-19.42,95,100,6.64,RU,1702505803
396,jieshi,22.8134,115.8257,20.25,83,100,4.52,CN,1702505803
397,wolgast,54.05,13.7667,3.25,100,100,6.9,DE,1702505803
398,kasulu,-4.5767,30.1025,17.85,90,99,1.08,TZ,1702505804
399,safonovo,55.15,33.2167,-6.32,95,100,4.24,RU,1702505804
400,ambalangoda,6.2355,80.0538,25.0,90,96,2.59,LK,1702505804
401,sainte catherine de la jacques cartier,46.8524,-71.6206,-6.09,63,40,5.14,CA,1702505805
402,port saint john's,-31.6229,29.5448,20.68,84,86,7.47,ZA,1702505805
403,enewetak,11.3474,162.3373,27.52,79,74,9.29,MH,1702505805
404,timbuktu,16.7735,-3.0074,20.67,17,79,4.62,ML,1702505806
405,es castell,39.8795,4.2854,15.38,51,40,5.14,ES,1702505806
406,margate,51.3813,1.3862,7.05,88,100,8.05,GB,1702505807
407,touros,-5.1989,-35.4608,26.67,68,2,6.85,BR,1702505807
408,el bayadh,33.6832,1.0193,7.38,90,37,7.76,DZ,1702505807
409,ihosy,-22.4,46.1167,20.92,83,99,2.15,MG,1702505808
410,berezivka,47.2043,30.9078,7.21,89,100,11.17,UA,1702505808
411,gazli,40.1333,63.45,-6.05,48,100,10.59,UZ,1702505808
412,palmas,-10.2128,-48.3603,26.93,89,40,2.57,BR,1702505809
413,terbanggi besar,-4.8667,105.2333,23.7,88,96,3.1,ID,1702505809
414,mugia,43.1041,-9.2179,12.17,69,18,6.12,ES,1702505810
415,necochea,-38.5473,-58.7368,17.19,47,0,6.45,AR,1702505810
416,lakatoro,-16.0999,167.4164,27.34,61,90,4.02,VU,1702505810
417,lagunas,-5.2269,-75.6753,30.43,63,57,1.22,PE,1702505811
418,kyosai,34.8503,128.5886,8.98,74,99,6.23,KR,1702505811
419,taoudenni,22.6783,-3.9836,20.8,13,63,3.32,ML,1702505588
420,eyl,7.9803,49.8164,25.03,75,98,5.85,SO,1702505812
421,castillos,-34.1667,-53.8333,23.19,86,100,1.6,UY,1702505812
422,lazaro cardenas,17.9583,-102.2,29.23,52,100,3.72,MX,1702505812
423,brooks,50.5834,-111.8851,6.23,38,7,8.29,CA,1702505406
424,aleysk,52.4926,82.7822,-23.69,92,99,3.49,RU,1702505813
425,yaren,-0.5472,166.916,28.99,75,31,4.1,NR,1702505814
426,crossett,33.1282,-91.9612,14.99,43,100,3.02,US,1702505814
427,talcahuano,-36.7167,-73.1167,15.77,63,0,6.91,CL,1702505528
428,mogadishu,2.0371,45.3438,26.94,79,78,6.07,SO,1702505815
429,harnosand,62.6323,17.9379,-12.0,96,92,4.1,SE,1702505815
430,waingapu,-9.6567,120.2641,25.63,80,100,2.64,ID,1702505815
431,santa terezinha,-29.9002,-50.0904,22.93,87,100,6.38,BR,1702505816
432,tikhvin,59.6451,33.5294,-8.77,91,99,3.9,RU,1702505816
433,senador jose porfirio,-2.5908,-51.9542,26.69,82,78,0.49,BR,1702505817
434,illizi,26.4833,8.4667,12.89,18,23,2.27,DZ,1702505817
435,korla,41.7597,86.1469,-8.33,61,96,1.94,CN,1702505817
436,cockburn town,21.4612,-71.1419,26.14,77,98,11.61,TC,1702505818
437,pandan,14.0453,124.1694,26.73,85,76,8.52,PH,1702505818
438,dalmatovo,56.26,62.9362,-20.56,83,94,4.05,RU,1702505818
439,saldanha,-33.0117,17.9442,15.03,74,80,9.76,ZA,1702505819
440,whangarei,-35.7317,174.3239,19.24,60,86,4.47,NZ,1702505819
441,chinchilla,-26.75,150.6333,25.09,51,74,5.17,AU,1702505819
442,colonia,50.9333,6.95,8.36,86,40,0.51,DE,1702505820
443,bridlington,54.0831,-0.1919,5.01,84,88,0.89,GB,1702505820
444,santa ana,33.7456,-117.8678,23.82,53,20,3.6,US,1702505821
445,jaisalmer,26.9147,70.9181,17.48,18,97,2.74,IN,1702505821
446,yulinshi,38.2906,109.7494,-1.96,97,100,4.74,CN,1702505821
447,yerofey pavlovich,53.9667,121.9667,-33.38,96,13,1.49,RU,1702505822
448,chernyshevskiy,63.0128,112.4714,-29.46,96,97,4.31,RU,1702505822
449,shimoda,34.6667,138.95,11.17,75,50,3.53,JP,1702505823
450,sao joao da barra,-21.6403,-41.0511,25.05,85,7,3.04,BR,1702505824
451,gbadolite,4.2833,21.0167,22.13,62,25,0.53,CD,1702505824
452,mezhdurechenskiy,59.6,65.9333,-15.41,78,99,4.51,RU,1702505825
453,santos dumont,-21.4567,-43.5525,19.0,98,35,1.68,BR,1702505825
454,jianshui,23.6363,102.8264,13.64,97,48,1.71,CN,1702505826
455,cherniakhiv,50.4565,28.6702,0.3,99,100,6.53,UA,1702505826
456,el calafate,-50.3408,-72.2768,11.64,42,50,4.85,AR,1702505827
457,bellefontaine,40.3612,-83.7597,3.37,37,0,1.54,US,1702505827
458,huillapima,-28.7253,-65.9787,33.95,45,70,3.5,AR,1702505827
459,shihezi,44.3,86.0333,-17.25,79,2,2.41,CN,1702505828
460,urumqi,43.801,87.6005,-19.47,78,0,1.0,CN,1702505828
461,kavaratti,10.5669,72.642,28.32,74,33,2.07,IN,1702505829
462,san antonio de pale,-1.4014,5.6325,26.94,81,79,4.2,GQ,1702505829
463,midvagur,62.0511,-7.1939,8.46,93,100,12.35,FO,1702505829
464,dapa,9.7594,126.0531,27.35,81,82,5.45,PH,1702505830
465,znamenskoye,57.1281,73.8282,-15.97,81,100,4.27,RU,1702505830
466,antonio enes,-16.2325,39.9086,27.04,86,67,3.03,MZ,1702505831
467,yeppoon,-23.1333,150.7333,25.88,61,23,5.04,AU,1702505831
468,tabou,4.423,-7.3528,26.98,82,0,2.95,CI,1702505832
469,laguna,38.421,-121.4238,18.9,50,0,0.45,US,1702505832
470,pavlovsk,50.4578,40.1081,-5.59,93,98,4.78,RU,1702505832
471,abou el hassan,36.4166,1.1962,13.69,81,100,5.19,DZ,1702505833
472,nzega,-2.479,29.5564,14.23,94,100,1.47,RW,1702505833
473,ulsteinvik,62.3432,5.8487,1.07,79,19,4.98,NO,1702505834
474,tamanrasset,22.785,5.5228,10.95,22,0,1.54,DZ,1702505834
475,qingquan,30.4511,115.2559,12.11,89,100,1.32,CN,1702505835
476,son la,21.3167,103.9,15.77,97,3,1.23,VN,1702505835
477,el obeid,13.1842,30.2167,16.24,28,84,5.14,SD,1702505836
478,urzhar,47.093,81.6294,-20.94,83,5,1.73,KZ,1702505836
479,zaragoza,41.6561,-0.8773,11.68,52,75,4.47,ES,1702505837
480,key west,24.5557,-81.7826,24.0,85,40,8.23,US,1702505837
481,callaway,30.153,-85.5699,16.08,42,0,4.63,US,1702505810
482,turinsk,58.0458,63.696,-21.22,83,100,3.19,RU,1702505611
483,bikenibeu village,1.3673,173.1241,25.98,94,100,4.12,KI,1702505838
484,severo-yeniseyskiy,60.3725,93.0408,-26.69,95,100,3.24,RU,1702505839
485,sivrice,38.4482,39.3084,1.56,75,0,4.63,TR,1702505839
486,amga,60.8953,131.9608,-28.33,97,100,2.22,RU,1702505548
487,tanjung pandan,-2.75,107.65,25.94,83,100,1.73,ID,1702505841
488,walvis bay,-22.9575,14.5053,16.72,80,23,6.26,NA,1702505841
489,germantown,39.1732,-77.2717,7.01,47,0,0.0,US,1702505841
490,osmanabad,18.1667,76.05,18.55,58,25,4.2,IN,1702505842
491,palikir - national government center,6.9248,158.1611,29.47,74,40,4.12,FM,1702505842
492,kaa-khem,51.6833,94.7333,-39.22,95,46,1.59,RU,1702505843
493,arkhangel'sk,64.5401,40.5433,-9.93,85,100,4.0,RU,1702505843
494,auburndale,28.0653,-81.7887,21.97,67,20,9.26,US,1702505843
495,dhidhdhoo,6.8833,73.1,27.94,76,54,1.41,MV,1702505787
496,mount pearl,47.5166,-52.7813,2.4,83,75,4.63,CA,1702505844
497,tanguieta,10.6212,1.2665,22.1,20,2,2.17,BJ,1702505844
498,kone,-21.0595,164.8658,28.52,49,29,1.61,NC,1702505845
499,puntarenas,9.9763,-84.8384,30.93,65,20,2.57,CR,1702505845
500,bayanaul,50.7889,75.6956,-24.69,88,23,1.57,KZ,1702505846
501,amungan,15.3652,119.9582,25.2,69,2,3.81,PH,1702505846
502,puerto deseado,-47.7503,-65.8938,15.76,51,62,8.08,AR,1702505846
503,la'ie,21.6477,-157.9253,25.98,71,17,7.45,US,1702505599
504,masindi,1.6744,31.715,18.82,89,84,1.05,UG,1702505847
505,vila do maio,15.1333,-23.2167,23.44,67,50,5.87,CV,1702505847
506,usinsk,65.9939,57.5281,-13.63,94,100,7.79,RU,1702505848
507,alice springs,-23.7,133.8833,28.75,24,24,5.14,AU,1702505848
508,al hasakah,36.5024,40.7477,11.16,73,1,4.48,SY,1702505849
509,emerald,-23.5333,148.1667,25.19,68,0,5.04,AU,1702505849
510,garango,11.8,-0.5506,22.57,18,0,4.06,BF,1702505849
511,hibbing,47.4272,-92.9377,-1.22,55,0,1.54,US,1702505850
512,cartagena del chaira,1.3349,-74.8429,30.24,62,99,1.07,CO,1702505850
513,bhuban,20.8833,85.8333,16.29,67,81,0.72,IN,1702505851
514,carauari,-4.8828,-66.8958,26.11,94,94,1.44,BR,1702505660
515,cambria,35.5641,-121.0808,22.5,73,1,0.89,US,1702505851
516,acheng,45.5454,126.977,-24.55,93,91,2.56,CN,1702505745
517,rockland,41.1668,-74.0496,5.95,52,2,1.34,US,1702505852
518,prairie grove,35.9759,-94.3177,15.06,31,0,2.57,US,1702505852
519,ivins,37.1686,-113.6794,14.53,30,11,0.45,US,1702505853
520,changping,40.2186,116.2197,-4.2,97,100,0.19,CN,1702505854
521,stettler,52.3168,-112.7186,3.86,65,52,7.2,CA,1702505854
522,chorfa,36.3651,4.3264,13.18,82,50,4.46,DZ,1702505854
523,mati,6.9551,126.2166,23.67,82,79,1.95,PH,1702505855
524,les cayes,18.2,-73.75,26.57,73,100,2.32,HT,1702505855
525,el granada,37.5027,-122.4694,18.78,51,0,3.09,US,1702505839
526,kirakira,-10.4544,161.9205,27.87,67,74,3.22,SB,1702505856
527,niles,42.0189,-87.8028,4.62,36,75,4.12,US,1702505856
528,qianzhou,28.3167,109.7167,11.34,95,83,0.86,CN,1702505857
529,lospalos,-8.5186,127.0025,24.05,86,100,0.9,TL,1702505857
530,xapuri,-10.6517,-68.5044,29.46,67,100,1.41,BR,1702505858
531,camacupa,-12.0167,17.4833,16.69,95,100,1.58,AO,1702505858
532,altay,47.8667,88.1167,-25.21,70,16,2.5,CN,1702505859
533,bouna,9.2667,-3.0,23.96,16,0,2.1,CI,1702505774
534,leava,-14.3,-178.1667,27.21,67,100,3.43,WF,1702505859
535,hirara,24.8,125.2833,20.92,83,100,3.6,JP,1702505860
536,khyzy,40.9058,49.0813,0.32,97,100,2.4,AZ,1702505860
537,arraial do cabo,-22.9661,-42.0278,24.92,83,0,4.12,BR,1702505735
538,turinskaya sloboda,57.6232,64.3858,-21.82,86,100,3.06,RU,1702505861
539,naze,28.3667,129.4833,20.51,74,93,6.5,JP,1702505861
540,katsuura,35.1333,140.3,13.76,71,97,3.64,JP,1702505861
541,sandpoint,48.2766,-116.5533,3.01,79,0,4.12,US,1702505797
542,turaif,31.6725,38.6637,9.14,93,0,5.14,SA,1702505862
543,vuktyl,63.8567,57.3094,-14.04,89,100,5.17,RU,1702505863
544,cidreira,-30.1811,-50.2056,22.87,85,100,6.7,BR,1702505863
545,campo maior,-4.8278,-42.1686,32.14,34,53,0.81,BR,1702505863
546,tolanaro,-25.0319,46.9987,24.64,93,94,3.52,MG,1702505864
547,richards bay,-28.783,32.0377,20.91,92,100,4.78,ZA,1702505585
548,tchaourou,8.8865,2.5975,24.17,20,21,2.33,BJ,1702505864
549,zarghun shahr,32.8473,68.4457,-0.02,46,90,1.01,AF,1702505865
550,lucheng,31.2336,117.2806,9.61,91,100,1.11,CN,1702505865
551,sirte,31.2089,16.5887,19.78,37,68,5.55,LY,1702505866
552,beira,-19.8436,34.8389,26.05,94,75,1.72,MZ,1702505718
553,morigaon,26.3796,92.3415,15.52,88,0,0.72,IN,1702505866
554,tulum,20.2167,-87.4667,24.93,93,14,2.87,MX,1702505867
555,zhezqazghan,47.7833,67.7667,-16.48,53,0,7.33,KZ,1702505867
556,caluula,11.9661,50.7569,24.7,71,38,1.65,SO,1702505868
557,ciudad lazaro cardenas,17.9583,-102.2,29.23,52,100,3.72,MX,1702505868
558,prince rupert,54.3161,-130.3201,7.83,73,0,7.72,CA,1702505868
559,porto novo,6.4965,2.6036,27.9,63,1,2.21,BJ,1702505869
560,datteln,51.6667,7.3833,8.32,100,99,2.04,DE,1702505869
561,lubao,14.9167,120.55,25.04,86,3,3.12,PH,1702505869
562,cooper's town,26.8667,-77.5167,23.72,82,100,11.53,BS,1702505870
563,arnstorf,48.5667,12.8167,7.39,95,100,2.34,DE,1702505870
564,bossangoa,6.4926,17.4552,22.63,30,34,1.51,CF,1702505871
565,saint marys,30.7305,-81.5465,15.01,64,0,7.72,US,1702505871
566,maintirano,-18.0667,44.0167,27.09,75,99,2.16,MG,1702505871
567,namsos,64.4662,11.4957,-3.97,79,14,5.66,NO,1702505872
568,as sulayyil,20.4607,45.5779,18.14,34,84,2.9,SA,1702505872
569,island harbour,50.724,-1.2758,6.79,80,99,3.58,GB,1702505872
570,majene,-3.5403,118.9707,25.72,83,93,1.85,ID,1702505873
571,trelleborg,55.3751,13.1569,-0.03,87,99,7.68,SE,1702505873
572,rubio,7.7013,-72.3557,24.47,76,56,0.6,VE,1702505874
